Line by line,Fiscal Year   ,Employer (Petitioner) Name,Tax ID,Industry (NAICS) Code,Petitioner City,Petitioner State,Petitioner Zip Code,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial
"3,971",2023,ANGELES EQUITY PARTNERS LLC,1960,52 - Finance and Insurance,SANTA MONICA,CA,90404,0,0,1,0
"3,972",2023,ANGELO GORDON CO LP,8879,52 - Finance and Insurance,NEW YORK,NY,10167,0,0,1,0
"3,973",2023,ANOMALY CAPITAL MANAGEMENT LP,7295,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,3,0
"3,974",2023,ANTALPHA TECHNOLOGIES INC,3238,52 - Finance and Insurance,IRVINE,CA,92612,0,0,2,0
"3,975",2023,ANTARES CAPITAL LP,1666,52 - Finance and Insurance,CHICAGO,IL,60661,0,0,3,0
"3,976",2023,ANTHEM INC,5715,52 - Finance and Insurance,INDIANAPOLIS,IN,46204,2,0,143,5
"3,977",2023,ANTHEM INC,5715,52 - Finance and Insurance,INDIANAPOLIS,IN,46250,0,0,1,0
"3,978",2023,ANTIN INFRASTRUCTURE PARTNERS US SERVICES LLC,2130,52 - Finance and Insurance,NEW YORK,NY,10036,0,0,1,0
"3,979",2023,ANYBILL FINANCIAL SERVICES INC,5790,52 - Finance and Insurance,WASHINGTON,DC,20024,0,0,1,0
"3,980",2023,AON CONSULTING INC,2264,52 - Finance and Insurance,CHICAGO,IL,60601,10,0,9,0
"3,981",2023,AON RE INC,9313,52 - Finance and Insurance,CHICAGO,IL,60601,1,0,4,0
"3,982",2023,AON RISK CONSULTANTS INC,7077,52 - Finance and Insurance,CHICAGO,IL,60601,1,0,1,0
"3,983",2023,AON RISK SERVICES INC OF MARYLAND,400,52 - Finance and Insurance,CHICAGO,IL,60601,1,0,2,0
"3,984",2023,AON SERVICE CORPORATION,1028,52 - Finance and Insurance,CHICAGO,IL,60601,0,0,8,0
"3,985",2023,AOZORA NORTH AMERICA INC,2289,52 - Finance and Insurance,NEW YORK,NY,10020,0,0,1,0
"3,986",2023,APCM WEALTH MANAGEMENT FOR INDIVIDUALS LLC,3452,52 - Finance and Insurance,ANCHORAGE,AK,99501,1,0,0,0
"3,987",2023,APERTURE CREDENTIALING LLC,5256,52 - Finance and Insurance,LOUISVILLE,KY,40223,0,0,2,0
"3,988",2023,APEX FINTECH SERVICES LLC,69,52 - Finance and Insurance,CHICAGO,IL,60604,3,0,14,0
"3,989",2023,APEXUS TECH LLC,7082,52 - Finance and Insurance,EAST BRUNSWICK,NJ,8816,3,0,0,0
"3,990",2023,APG ASSET MANAGEMENT US INC,5941,52 - Finance and Insurance,NEW YORK,NY,10017,2,0,3,0
"3,991",2023,APITURE INC,1616,52 - Finance and Insurance,WILMINGTON,NC,28403,0,0,1,0
"3,992",2023,APL NEW YORK CORPORATION,192,52 - Finance and Insurance,NEW YORK,NY,10012,0,1,0,0
"3,993",2023,APOLLO ASSET MANAGEMENT INC,53,52 - Finance and Insurance,NEW YORK,NY,10019,1,0,0,0
"3,994",2023,APOLLO INSURANCE SOLUTIONS GROUP LP,2627,52 - Finance and Insurance,EL SEGUNDO,CA,90245,0,0,1,0
"3,995",2023,APOLLO MANAGEMENT HOLDINGS LP,1069,52 - Finance and Insurance,NEW YORK,NY,10019,5,0,20,0
"3,996",2023,APPLE TREE LIFE SCIENCES INC,4506,52 - Finance and Insurance,NEW YORK,NY,10169,1,0,0,0
"3,997",2023,APPLIED ACADEMICS LLC,7627,52 - Finance and Insurance,NEW YORK,NY,10018,0,0,2,0
"3,998",2023,APPLIED DATA FINANCE LLC,9620,52 - Finance and Insurance,SAN DIEGO,CA,92128,0,0,1,0
"3,999",2023,APPLIED UNDERWRITERS INC,2393,52 - Finance and Insurance,OMAHA,NE,68154,1,0,1,0
"4,000",2023,AQR CAPITAL MANAGEMENT LLC,7414,52 - Finance and Insurance,GREENWICH,CT,6830,4,0,13,0
"4,001",2023,AQUARIAN SERVICES LLC,7772,52 - Finance and Insurance,NEW YORK,NY,10014,1,0,0,0
"4,002",2023,AQUATIC GROUP LLC,,52 - Finance and Insurance,CHICAGO,IL,60606,0,0,1,0
"4,003",2023,AQUATIC GROUP LLC,3010,52 - Finance and Insurance,CHICAGO,IL,60606,4,0,1,0
"4,004",2023,AQUILINE HOLDINGS LLC,5656,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"4,005",2023,ARA ADVISERS LLC,3849,52 - Finance and Insurance,HOUSTON,TX,77002,0,0,1,0
"4,006",2023,ARAG NORTH AMERICA INC,9766,52 - Finance and Insurance,DES MOINES,IA,50309,0,0,1,0
"4,007",2023,ARBELLA INSURANCE GROUP,5448,52 - Finance and Insurance,QUINCY,MA,2169,0,0,1,0
"4,008",2023,ARC TECHNOLOGIES INC,7239,52 - Finance and Insurance,SAN FRANCISCO,CA,94103,0,0,1,0
"4,009",2023,ARCEO LABS INC D/B/A RESILIENCE,2747,52 - Finance and Insurance,SAN FRANCISCO,CA,94105,0,0,1,0
"4,010",2023,ARCH CAPITAL SERVICES LLC,6800,52 - Finance and Insurance,JERSEY CITY,NJ,7311,0,0,1,0
"4,011",2023,ARCH CAPITAL SERVICES LLC,6800,52 - Finance and Insurance,WHITE PLAINS,NY,10601,1,0,8,0
"4,012",2023,ARCH INSURANCE GROUP INC,1887,52 - Finance and Insurance,JERSEY CITY,NJ,7311,1,0,7,0
"4,013",2023,ARCH INSURANCE GROUP INC,1887,52 - Finance and Insurance,NEW YORK,NY,10036,1,0,0,0
"4,014",2023,ARCH US MI SERVICES INC,257,52 - Finance and Insurance,GREENSBORO,NC,27401,1,0,14,2
"4,015",2023,ARCHIE TECHNOLOGIES INC,7238,52 - Finance and Insurance,BROOKLYN,NY,11201,1,0,0,0
"4,016",2023,ARCHIMEDES RESEARCH INC,2061,52 - Finance and Insurance,BROOKLYN,NY,11201,0,0,1,0
"4,017",2023,ARCTOS PARTNERS LP,7277,52 - Finance and Insurance,DALLAS,TX,75205,1,0,0,0
"4,018",2023,ARDEA SERVICES LLC,605,52 - Finance and Insurance,NEW YORK,NY,10001,0,0,1,0
"4,019",2023,ARDIAN US LLC,7855,52 - Finance and Insurance,NEW YORK,NY,10019,1,0,1,0
"4,020",2023,ARENA INVESTMENT MANAGEMENT GROUP LLC,7300,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,1,0
"4,021",2023,ARES CAPITAL MANAGEMENT LLC,7148,52 - Finance and Insurance,LOS ANGELES,CA,90067,1,0,0,0
"4,022",2023,ARES INSURANCE SOLUTIONS LLC,5158,52 - Finance and Insurance,LOS ANGELES,CA,90067,0,0,1,0
"4,023",2023,ARES OPERATIONS LLC,8832,52 - Finance and Insurance,LOS ANGELES,CA,90067,2,0,11,0
"4,024",2023,ARGA INVESTMENT MANAGEMENT LP,1610,52 - Finance and Insurance,STAMFORD,CT,6901,0,0,2,0
"4,025",2023,ARGENT FIDUCIARY CONSULTING SERVICES LLC,8696,52 - Finance and Insurance,SAN ANTONIO,TX,78212,1,0,0,0
"4,026",2023,ARISTEIA CAPITAL LLC,3132,52 - Finance and Insurance,GREENWICH,CT,6830,0,0,1,0
"4,027",2023,"ARISTOTLE CAPITAL MANAGEMENT, LLC",3644,52 - Finance and Insurance,LOS ANGELES,CA,90025,0,0,1,0
"4,028",2023,ARISTOTLE CREDIT PARTNERS LLC,9556,52 - Finance and Insurance,LOS ANGELES,CA,90025,0,0,1,0
"4,029",2023,ARKANSAS CAPITAL CORP,2420,52 - Finance and Insurance,LITTLE ROCK,AR,72201,1,0,0,0
"4,030",2023,ARROWSTREET CAPITAL LIMITED PARTNERSHIP,2863,52 - Finance and Insurance,BOSTON,MA,2116,0,0,20,0
"4,031",2023,ARROYO ENERGY INVESTMENT PARTNERS LLC,5448,52 - Finance and Insurance,SPRING,TX,77389,0,0,1,0
"4,032",2023,ART ADVISORS LLC,6796,52 - Finance and Insurance,NEW YORK,NY,10005,1,0,1,0
"4,033",2023,ARTA FINANCE INC,8433,52 - Finance and Insurance,MOUNTAIN VIEW,CA,94041,1,0,2,0
"4,034",2023,ARTHUR J GALLAGHER SERVICE COMPANY LLC,60,52 - Finance and Insurance,ROLLING MEADOWS,IL,60008,2,0,30,0
"4,035",2023,ARTISAN PARTNERS LIMITED PARTNERSHIP,1775,52 - Finance and Insurance,MILWAUKEE,WI,53202,2,0,1,0
"4,036",2023,ARVEST BANK OPERATIONS INC,,52 - Finance and Insurance,LOWELL,AR,72745,0,0,1,0
"4,037",2023,ARVEST BANK OPERATIONS INC,5411,52 - Finance and Insurance,LOWELL,AR,72745,0,0,4,0
"4,038",2023,ASCENSUS,5754,52 - Finance and Insurance,DRESHER,PA,19025,0,0,2,0
"4,039",2023,ASCENSUS,5754,52 - Finance and Insurance,NEWTON,MA,2459,0,0,1,0
"4,040",2023,ASCENSUS,5754,52 - Finance and Insurance,NEWTON CENTER,MA,2459,0,0,2,0
"4,041",2023,ASCENSUS LLC,5754,52 - Finance and Insurance,NEWTON CENTER,MA,2459,1,0,3,0
"4,042",2023,ASCENT FUNDING LLC,5799,52 - Finance and Insurance,SAN DIEGO,CA,92101,0,0,1,0
"4,043",2023,ASCENT SHARED SERVICES LLC,4448,52 - Finance and Insurance,MILWAUKEE,WI,53207,0,0,1,0
"4,044",2023,ASCOT US SERVICES COMPANY LLC,3659,52 - Finance and Insurance,NEW YORK,NY,10036,1,0,2,0
"4,045",2023,ASIA ALTERNATIVES MANAGEMENT LLC,1329,52 - Finance and Insurance,SAN FRANCISCO,CA,94111,0,0,1,0
"4,046",2023,ASIA PACIFIC CAPITAL CO,5776,52 - Finance and Insurance,LOS ANGELES,CA,90071,0,0,1,0
"4,047",2023,ASIAN BUSINESS CARE INSURANCE SERVICES INC,5182,52 - Finance and Insurance,SAN MATEO,CA,94403,0,0,1,0
"4,048",2023,ASPEN DATA ADVISORS,4243,52 - Finance and Insurance,SAN PEDRO,CA,90731,1,0,0,0
"4,049",2023,"ASPEN ML, LLC",6982,52 - Finance and Insurance,TIGARD,OR,97223,0,0,1,0
"4,050",2023,ASPI SERVICES INC,9741,52 - Finance and Insurance,SANDY HOOK,CT,6482,1,0,0,0
"4,051",2023,ASPIDA FINANCIAL SERVICES LLC,3933,52 - Finance and Insurance,DURHAM,NC,27713,0,0,1,0
"4,052",2023,ASPIRATION PARTNERS INC,9122,52 - Finance and Insurance,MARINA DEL REY,CA,90292,1,0,3,0
"4,053",2023,ASPIRATION PARTNERS INC,9122,52 - Finance and Insurance,MARINA DL REY,CA,90292,0,0,1,0
"4,054",2023,ASSETMARK FINANCIAL HOLDINGS INC,4039,52 - Finance and Insurance,CONCORD,CA,94520,0,0,3,0
"4,055",2023,ASSOCIATED BANC CORP,8068,52 - Finance and Insurance,GREEN BAY,WI,54301,1,0,1,0
"4,056",2023,ASSOCIATION HEALTH CARE MANAGEMENT INC,7229,52 - Finance and Insurance,HOUSTON,TX,77082,0,0,1,0
"4,057",2023,ASSURANCE IQ LLC,5645,52 - Finance and Insurance,SEATTLE,WA,98104,2,0,2,0
"4,058",2023,ASSURANCEAMERICA MANAGING GENERAL AGENCY LLC DBA ASSURANCEAMERICA,769,52 - Finance and Insurance,ATLANTA,GA,30328,1,0,0,0
"4,059",2023,ASSURED PARTNERS CAPITAL INC,2335,52 - Finance and Insurance,SAN ANTONIO,TX,78232,0,0,1,0
"4,060",2023,ASTIRA CAPITAL PARTNERS LP,8985,52 - Finance and Insurance,BOSTON,MA,2116,0,0,1,0
"4,061",2023,ASURION LLC,,52 - Finance and Insurance,NASHVILLE,TN,37203,0,0,1,0
"4,062",2023,ASURION LLC,7174,52 - Finance and Insurance,NASHVILLE,TN,37203,2,0,66,2
"4,063",2023,AT ONE VENTURES OPCO LLC DBA AT ONE VENTURES,2626,52 - Finance and Insurance,SAN FRANCISCO,CA,94121,1,0,0,0
"4,064",2023,ATARAXIA PARTNERS LLC,7580,52 - Finance and Insurance,PACIFICA,CA,94044,1,0,0,0
"4,065",2023,ATHENE ANNUITY AND LIFE COMPANY,5020,52 - Finance and Insurance,WDM,IA,50266,0,0,1,0
"4,066",2023,ATHENE ANNUITY AND LIFE COMPANY,5020,52 - Finance and Insurance,WEST DES MOINES,IA,50266,2,0,18,0
"4,067",2023,ATIVO CAPITAL MANAGEMENT LLC,2028,52 - Finance and Insurance,CHICAGO,IL,60602,0,0,1,0
"4,068",2023,ATLANTIC TRADING & MARKETING INC,7002,52 - Finance and Insurance,HOUSTON,TX,77002,0,0,1,0
"4,069",2023,ATLANTICUS SERVICES CORPORATION,5776,52 - Finance and Insurance,ATLANTA,GA,30328,1,0,6,0
"4,070",2023,ATLAS LABS INC,2894,52 - Finance and Insurance,SEATTLE,WA,98104,0,0,1,0
"4,071",2023,ATLAS PARTNERS LLC,1351,52 - Finance and Insurance,NEW YORK,NY,10153,0,0,1,0
"4,072",2023,ATLAS SECURITIZED PRODUCTS PARTNERS LP,1772,52 - Finance and Insurance,NEW YORK,NY,10010,2,0,4,0
"4,073",2023,ATLAS SECURITIZED PRODUCTS PARTNERS LP,1772,52 - Finance and Insurance,NEW YORK,NY,10036,0,0,2,0
"4,074",2023,ATLAS SECURITIZED PRODUCTS PARTNERS LP,1772,52 - Finance and Insurance,WILMINGTON,DE,19808,0,0,1,0
"4,075",2023,ATOM FINANCE INC,6667,52 - Finance and Insurance,NEW YORK,NY,10013,0,0,1,0
"4,076",2023,ATOMIC VAULTS INC,1336,52 - Finance and Insurance,SAN FRANCISCO,CA,94105,1,0,0,0
"4,077",2023,ATOMIC VEST INC,1309,52 - Finance and Insurance,SAN FRANCISCO,CA,94111,1,0,2,0
"4,078",2023,ATRIA WEALTH SOLUTIONS,5377,52 - Finance and Insurance,NEW YORK,NY,10017,0,0,2,0
"4,079",2023,ATTUNE INSURANCE SERVICES LLC,5824,52 - Finance and Insurance,NEW YORK,NY,10005,0,0,1,0
"4,080",2023,AUCHEL WORLD INC DBA GRAND PROSPECTS FINANCIAL AND INSURANCE SERVICES,3044,52 - Finance and Insurance,CITY OF INDUSTRY,CA,91748,0,0,1,0
"4,081",2023,AUDAX MANAGEMENT COMPANY LLC,5555,52 - Finance and Insurance,BOSTON,MA,2199,2,0,0,0
"4,082",2023,AUDAX MANAGEMENT COMPANY LLC,7377,52 - Finance and Insurance,BOSTON,MA,2199,1,0,3,0
"4,083",2023,AULTCARE CORP,8123,52 - Finance and Insurance,CANTON,OH,44710,1,0,0,0
"4,084",2023,AULTCARE CORPORATION,8123,52 - Finance and Insurance,CANTON,OH,44710,1,0,0,0
"4,085",2023,AURA SUB LLC,7858,52 - Finance and Insurance,BOSTON,MA,2210,0,0,1,1
"4,086",2023,AURA SUB LLC,7858,52 - Finance and Insurance,HERNDON,VA,20171,0,0,1,0
"4,087",2023,AURFY INC DBA NIHAOPAY,4540,52 - Finance and Insurance,SANTA CLARA,CA,95054,0,0,1,0
"4,088",2023,AURORA CAPITAL PARTNERS MANAGEMENT LP,8889,52 - Finance and Insurance,LOS ANGELES,CA,90049,0,0,1,0
"4,089",2023,AURUM CAPITAL MANAGEMENT CORP,116,52 - Finance and Insurance,SAN JOSE,CA,95113,0,0,1,0
"4,090",2023,AURUM CAPITAL VENTURES,3880,52 - Finance and Insurance,CARY,NC,27519,1,0,0,0
"4,091",2023,AUSTIN ASSET MANAGEMENT CO,4009,52 - Finance and Insurance,AUSTIN,TX,78731,0,0,1,0
"4,092",2023,AUSTIN BUSINESS FINANCE LLC D/B/A GETBACKD,9669,52 - Finance and Insurance,AUSTIN,TX,78741,1,0,0,0
"4,093",2023,AUSTIN CAPITAL BANK SSB,2253,52 - Finance and Insurance,AUSTIN,TX,78757,0,0,3,0
"4,094",2023,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,3463,52 - Finance and Insurance,NEW YORK,NY,10172,0,0,1,0
"4,095",2023,AUSTRALIANSUPER US LLC,2769,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"4,096",2023,AUSTRALIS PARTNERS ADVISERS LLC,9399,52 - Finance and Insurance,NEW YORK,NY,10012,0,0,1,0
"4,097",2023,AUTHENTIC INSURANCE SERVICES INC,4905,52 - Finance and Insurance,NEW YORK,NY,10003,0,0,1,0
"4,098",2023,AUTO CLUB SERVICES INC,446,52 - Finance and Insurance,TAMPA,FL,33634,4,0,7,0
"4,099",2023,AUTOMATED FINANCIAL SYSTEMS INC,4335,52 - Finance and Insurance,EXTON,PA,19341,0,0,1,0
"4,100",2023,AUTOMOTIVE FINANCE COROPRATION,9152,52 - Finance and Insurance,CARMEL,IN,46032,0,0,2,0
"4,101",2023,AUTOPAY DIRECT INC,9084,52 - Finance and Insurance,DENVER,CO,80237,0,0,1,0
"4,102",2023,AVANT LLC,1612,52 - Finance and Insurance,CHICAGO,IL,60601,1,0,3,0
"4,103",2023,AVANT LLC,1612,52 - Finance and Insurance,CHICAGO,IL,60654,10,0,9,0
"4,104",2023,AVATAR SECURITIES LLC,8905,52 - Finance and Insurance,NEW YORK,NY,10016,0,0,1,0
"4,105",2023,AVEN FINANCIAL INC,6329,52 - Finance and Insurance,BURLINGAME,CA,94010,1,0,0,0
"4,106",2023,AVENUE CAPITAL MANAGEMENT II LP,8514,52 - Finance and Insurance,NEW YORK,NY,10036,0,0,1,0
"4,107",2023,AVENUE SECURITIES LLC,18,52 - Finance and Insurance,MIAMI,FL,33133,1,0,0,0
"4,108",2023,AVESTA HOMES LLC D/B/A RESPROP MANAGEMENT,5136,52 - Finance and Insurance,AUSTIN,TX,78730,0,0,1,0
"4,109",2023,AVIDXCHANGE INC,3588,52 - Finance and Insurance,CHARLOTTE,NC,28206,0,0,1,0
"4,110",2023,AVM L P,6076,52 - Finance and Insurance,BOCA RATON,FL,33431,0,1,1,0
"4,111",2023,AXA INVESTMENT MANAGERS US INC,5673,52 - Finance and Insurance,GREENWICH,CT,6830,1,0,0,0
"4,112",2023,AXCESS FINANCIAL SERVICES INC,5652,52 - Finance and Insurance,CINCINNATI,OH,45236,0,0,7,0
"4,113",2023,AXIS SPECIALTY U S SERVICES INC,82,52 - Finance and Insurance,ALPHARETTA,GA,30009,1,0,4,0
"4,114",2023,AXIS SPECIALTY U S SERVICES INC,82,52 - Finance and Insurance,NEW YORK,NY,10036,0,0,4,0
"4,115",2023,AXLE LABS INC,201,52 - Finance and Insurance,ATLANTA,GA,30303,0,0,1,0
"4,116",2023,AXONIC CAPITAL LLC,8539,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,2,0
"4,117",2023,AXOS BANK,4883,52 - Finance and Insurance,SAN DIEGO,CA,92122,2,0,5,0
"4,118",2023,AXQ CAPITAL LP,1250,52 - Finance and Insurance,JERSEY CITY,NJ,7310,1,0,0,0
"4,119",2023,AYSEN CORPORATION,5528,52 - Finance and Insurance,NEW YORK,NY,10019,1,0,0,0
"4,120",2023,AZUR IM LP,6744,52 - Finance and Insurance,NEW YORK,NY,10003,0,0,1,0
"4,121",2023,AZURION GROUP INC TA PERIMON INSURANCE SERVICES,8131,52 - Finance and Insurance,FALLS CHURCH,VA,22043,1,0,0,0
"4,122",2023,B CAPITAL GROUP U S LLC,363,52 - Finance and Insurance,MANHATTAN BEACH,CA,90266,0,0,2,0
"4,123",2023,B DYSON CAPITAL ADVISORS A DIVISION OF ARCADIA SECURITIES,1264,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,0,0
"4,124",2023,B RILEY SECURITIES INC,477,52 - Finance and Insurance,LOS ANGELES,CA,90025,1,0,1,0
"4,125",2023,B RILEY WEALTH MANAGEMENT INC,8255,52 - Finance and Insurance,MEMPHIS,TN,38103,0,0,1,0
"4,126",2023,B S D CAPITAL INC DBA LENDISTRY,6707,52 - Finance and Insurance,BREA,CA,92821,0,0,0,1
"4,127",2023,B S D CAPITAL INC DBA LENDISTRY,6707,52 - Finance and Insurance,TUSTIN,CA,92782,0,0,1,0
"4,128",2023,BAILARD INC,9863,52 - Finance and Insurance,FOSTER CITY,CA,94404,0,0,1,0
"4,129",2023,BAIN CAPITAL LP,1291,52 - Finance and Insurance,BOSTON,MA,2116,3,0,6,0
"4,130",2023,BALBEC CAPITAL LP,4650,52 - Finance and Insurance,ALPHARETTA,GA,30009,0,0,2,0
"4,131",2023,BALBEC CAPITAL LP,6845,52 - Finance and Insurance,ALPHARETTA,GA,30009,1,0,0,0
"4,132",2023,BALLENTINE PARTNERS LLC,7796,52 - Finance and Insurance,WALTHAM,MA,2451,2,0,0,0
"4,133",2023,BALMORAL ADVISORS LLC,5841,52 - Finance and Insurance,CHICAGO,IL,60606,0,0,1,0
"4,134",2023,BALYASNY ASSET MANAGEMENT LP,6492,52 - Finance and Insurance,CHICAGO,IL,60606,11,0,41,0
"4,135",2023,BAM MANAGEMENT US HOLDINGS INC,5031,52 - Finance and Insurance,PALO ALTO,CA,94301,1,0,1,0
"4,136",2023,BAM REINSURANCE LLC,8887,52 - Finance and Insurance,NEW YORK,NY,10281,0,0,1,0
"4,137",2023,BANCO BILBAO VIZKAYA ARGENTARIA S A,1492,52 - Finance and Insurance,NEW YORK,NY,10105,0,0,2,0
"4,138",2023,BANCO DO BRASIL SA NEW YORK BRANCH,5095,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"4,139",2023,BANCO DO BRASIL SECURITIES LLC,8833,52 - Finance and Insurance,NEW YORK,NY,10022,0,0,1,0
"4,140",2023,BANCO ITAU INTERNATIONAL,8669,52 - Finance and Insurance,MIAMI,FL,33131,0,0,1,0
"4,141",2023,BANCO POPULAR DE PUERTO RICO,1870,52 - Finance and Insurance,SAN JUAN,PR,918,1,0,0,0
"4,142",2023,BANCO POPULAR DE PUERTO RICO,1870,52 - Finance and Insurance,SAN JUAN,PR,936,0,0,1,0
"4,143",2023,BANCO SANTANDER INTERNATIONAL,1944,52 - Finance and Insurance,MIAMI,FL,33131,1,0,2,0
"4,144",2023,BANCO SANTANDER S A NEW YORK BRANCH,7929,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,9,0
"4,145",2023,BANCO SANTANDER S A NEW YORK BRANCH,7929,52 - Finance and Insurance,NEW YORK,NY,10036,0,0,1,0
"4,146",2023,BANK ADMINISTRATION INSTITUTE,171,52 - Finance and Insurance,CHICAGO,IL,60603,0,0,1,0
"4,147",2023,BANK OF AMERICA CORPORATION,6609,52 - Finance and Insurance,CHARLOTTE,NC,28255,0,0,4,1
"4,148",2023,BANK OF AMERICA N A,,52 - Finance and Insurance,CHARLOTTE,NC,28255,0,0,1,0
"4,149",2023,BANK OF AMERICA N A,6779,52 - Finance and Insurance,PRINCETON,TX,75407,0,0,1,0
"4,150",2023,BANK OF AMERICA NA,,52 - Finance and Insurance,CHARLOTTE,NC,28255,0,0,3,0
"4,151",2023,BANK OF AMERICA NA,7665,52 - Finance and Insurance,CHARLOTTE,NC,28211,1,0,0,0
"4,152",2023,BANK OF AMERICA NA,7665,52 - Finance and Insurance,CHARLOTTE,NC,28255,65,0,462,4
"4,153",2023,BANK OF AMERICA NA,7665,52 - Finance and Insurance,PRINCETON,NJ,8540,1,0,0,0
"4,154",2023,BANK OF CHINA,509,52 - Finance and Insurance,NEW YORK,NY,10018,15,2,48,0
"4,155",2023,BANK OF COMMUNICATIONS CO LTD NEW YORK BRANCH,1948,52 - Finance and Insurance,NEW YORK,NY,10006,1,0,2,0
"4,156",2023,BANK OF HOPE,2168,52 - Finance and Insurance,LOS ANGELES,CA,90010,2,0,7,0
"4,157",2023,BANK OF IRELAND,7269,52 - Finance and Insurance,STAMFORD,CT,6901,1,0,0,0
"4,158",2023,BANK OF MONTREAL,1092,52 - Finance and Insurance,CHICAGO,IL,60603,1,0,5,0
"4,159",2023,BANK OF THE ORIENT,2792,52 - Finance and Insurance,SAN FRANCISCO,CA,94111,0,0,2,0
"4,160",2023,BANK OF THE WEST,5440,52 - Finance and Insurance,SAN RAMON,CA,94583,1,0,33,2
"4,161",2023,BANK OZK,170,52 - Finance and Insurance,LITTLE ROCK,AR,72223,1,0,10,0
"4,162",2023,BANKERS HEALTHCARE GROUP LLC,6686,52 - Finance and Insurance,DAVIE,FL,33324,2,0,6,0
"4,163",2023,BANKERS HEALTHCARE GROUP LLC,6686,52 - Finance and Insurance,FORT LAUDERDALE,FL,33324,6,0,6,0
"4,164",2023,BANKERS HEALTHCARE GROUP LLC,6686,52 - Finance and Insurance,SYRACUSE,NY,13204,0,0,1,0
"4,165",2023,BANKUNITED NA,7289,52 - Finance and Insurance,HIALEAH,FL,33016,0,0,1,0
"4,166",2023,BANKUNITED NA,7289,52 - Finance and Insurance,MIAMI LAKES,FL,33016,0,0,1,0
"4,167",2023,BANNER LIFE INSURANCE CO,6145,52 - Finance and Insurance,FREDERICK,MD,21704,0,0,1,0
"4,168",2023,BARCLAYS BANK DELAWARE,7970,52 - Finance and Insurance,NEW YORK,NY,10019,7,0,33,0
"4,169",2023,BARCLAYS BANK PLC,2190,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,4,0
"4,170",2023,BARCLAYS CAPITAL INC,1656,52 - Finance and Insurance,NEW YORK,NY,10019,21,0,79,1
"4,171",2023,BARCLAYS SERVICES CORP,,52 - Finance and Insurance,NEW YORK,NY,10019,2,0,1,0
"4,172",2023,BARCLAYS SERVICES CORP,4398,52 - Finance and Insurance,NEW YORK,NY,10015,0,0,1,0
"4,173",2023,BARCLAYS SERVICES CORP,4398,52 - Finance and Insurance,NEW YORK,NY,10019,84,1,392,4
"4,174",2023,BARCLAYS SERVICES CORP,4398,52 - Finance and Insurance,NEW YORK,NY,10036,1,0,0,0
"4,175",2023,BARCLAYS SERVICES LLC,7971,52 - Finance and Insurance,NEW YORK,NY,10019,19,0,103,1
"4,176",2023,BARDIN HILL INVESTMENT PARTNERS LP,7872,52 - Finance and Insurance,NEW YORK,NY,10171,0,0,2,0
"4,177",2023,BARH DUNMORE LLC,5470,52 - Finance and Insurance,WOODLAND HILLS,CA,91367,0,0,1,0
"4,178",2023,BARINGS LLC,4477,52 - Finance and Insurance,CHARLOTTE,NC,28202,0,0,2,0
"4,179",2023,BARON CAPITAL INC,7580,52 - Finance and Insurance,NEW YORK,NY,10153,1,0,0,0
"4,180",2023,BARRON INTERNATIONAL GROUP LLC,2544,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,0,0
"4,181",2023,BARROW HANLEY MEWHINNEY AND STRAUSS LLC,3190,52 - Finance and Insurance,DALLAS,TX,75201,0,0,1,0
"4,182",2023,BATTERY MANAGEMENT CORPORATION,239,52 - Finance and Insurance,BOSTON,MA,2210,1,0,0,0
"4,183",2023,BAY CREST PARTNERS LLC,7789,52 - Finance and Insurance,NEW YORK,NY,10005,0,0,2,0
"4,184",2023,BAYVIEW ASSET MANAGEMENT LLC,1971,52 - Finance and Insurance,CORAL GABALES,FL,33146,0,0,1,0
"4,185",2023,BAYVIEW ASSET MANAGEMENT LLC,1971,52 - Finance and Insurance,CORAL GABLES,FL,33146,1,0,2,0
"4,186",2023,BAYVIEW ASSET MANAGEMENT LLC,1971,52 - Finance and Insurance,MIAMI,FL,33146,2,0,11,0
"4,187",2023,BAYVIEW ASSET MANAGEMENT LLC,1971,52 - Finance and Insurance,NEW YORK,NY,10019,0,0,1,0
"4,188",2023,BAYVIEW DEVELOPMENT GROUP INC.,4876,52 - Finance and Insurance,LOS ALTOS,CA,94022,1,0,0,0
"4,189",2023,BBAE HOLDINGS LLC,4641,52 - Finance and Insurance,PLANO,TX,75024,1,0,0,0
"4,190",2023,BBVA SECURITIES INC,9230,52 - Finance and Insurance,NEW YORK,NY,10105,0,0,1,0
"4,191",2023,BC PARTNERS ADVISORS L.P.,3134,52 - Finance and Insurance,NEW YORK,NY,10022,1,0,0,0
